"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1995,1996,1997,1998,1999,1999Q1,1999Q2,1999Q3,1999Q4,2000,2000Q1,2000Q2,2000Q3,2000Q4,2001,2001Q1,2001Q2,2001Q3,2001Q4,2002,2002Q1,2002Q2,2002Q3,2002Q4,2003,2003Q1,2003Q2,2003Q3,2003Q4,2004,2004Q1,2004Q2,2004Q3,2004Q4,2005,2005Q1,2005Q2,2005Q3,2005Q4,2006,2006Q1,2006Q2,2006Q3,2006Q4,2007,2007Q1,2007Q2,2007Q3,2007Q4,2008,2008Q1,2008Q2,2008Q3,2008Q4,2009,2009Q1,2009Q2,2009Q3,2009Q4,2010,2010Q1,2010Q2,2010Q3,2010Q4,2011,2011Q1,2011Q2,2011Q3,2011Q4,2012,2012Q1,2012Q2,2012Q3,2012Q4,2013,2013Q1,2013Q2,2013Q3,2013Q4,2014,2014Q1,2014Q2,2014Q3,2014Q4,2015,2015Q1,2015Q2,2015Q3,2015Q4,2016,2016Q1,2016Q2,2016Q3,2016Q4,2017,2017Q1,2017Q2,2017Q3,2017Q4,2018,2018Q1,2018Q2,2018Q3,2018Q4,2019,2019Q1,2019Q2,2019Q3,2019Q4,2020,2020Q1,2020Q2,2020Q3,2020Q4,2021,2021Q1,2021Q2,2021Q3,2021Q4,2022,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,
"World","001","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","Value",,,,,,"77.1780443178892","77.3485464051613","77.2564503148857","77.3938524700262",,"77.4023817396752","77.7877737759838","78.2415056488169","78.3744099626164",,"78.0157134445793","78.086246943107","77.9849293416015","76.5553431508551",,"75.7184821439797","75.5406098804986","75.452179261651","74.5481660460936",,"73.7293578415773","73.5176401934907","72.7171157690826","73.4567562272739",,"73.662452292188","72.65111767605","71.9790817609636","70.8026924871527",,"68.4152318649626","67.5284451690089","66.3310713804429","65.8009100218058",,"64.9015178799494","63.8371361205368","63.4606366059806","63.2220694802091",,"62.9288151873168","62.4058893751336","61.8733849081613","61.4781384442624",,"60.5297073089923","59.4019208551257","58.1364733357384","57.2902035818816",,"56.9724274055694","56.7544586184863","56.5617952352845","56.1312107370432",,"56.2356768125079","56.8101322133866","56.8186260730923","55.6452419587976",,"55.0160632845897","54.524199362295","54.995402010796","55.3100168186259",,"54.6494910132411","55.4392386464337","55.7632595338499","55.5762046257386",,"54.782001077602","54.4682292118237","54.0425020401837","53.2141055409286",,"58.6406693536983","58.6121485347857","58.7104239743265","58.5968928025713",,"58.9222679127382","63.883899454999","64.6883367533549","67.8334170374626",,"71.0228926507088","73.3920198895626","75.9197362629043","78.5209335389455",,"80.9718013648208","83.176137951864","85.3036759093043","87.4293861139168",,"89.5481692092293","91.5819379272371","93.8593492529504","93.8213735220674",,"93.8361377525771","93.8730568686206","93.7183036864911","93.649579706786",,"93.5429525010784","93.7190752757052","93.5640311686647","93.4388469623311",,"93.2788684973261","93.2952600226988","93.3408653614156","93.2737561450104",,"93.1348101642107","92.8374981936613","92.7107796887731","92.6506717740203","92.6154566722681",
"World","001","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value","25.5174401146857","21.7120149086815","21.2200447718069","21.9632338016882","22.6061475299738",,,,,"21.6255900373836",,,,,"23.4446568491449",,,,,"25.4518339539064",,,,,"26.5432437727261",,,,,"29.1973075128473",,,,,"34.1990899781942",,,,,"36.7779305197908",,,,,"38.5218615557376",,,,,"42.7097964181184",,,,,"43.8687892629568",,,,,"44.3547580412024",,,,,"44.6899831813741",,,,,"44.4237953742614",,,,,"46.7858944590714",,,,,"41.4031071974287",,,,,"32.1665829625374",,,,,"21.4790664610545",,,,,"12.5706138860831",,,,,"6.17862647793264",,,,,"6.35042029321396",,,,,"6.56115303766886",,,,,"6.72624385498962",,,,,"7.34932822597971",,,,,,
"World","001","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value",,,,,,"22.8219556821107","22.6514535948387","22.7435496851143","22.6061475299738",,"22.5976182603248","22.2122262240162","21.7584943511831","21.6255900373836",,"21.9842865554207","21.913753056893","22.0150706583985","23.4446568491449",,"24.2815178560203","24.4593901195014","24.547820738349","25.4518339539064",,"26.2706421584227","26.4823598065093","27.2828842309174","26.5432437727261",,"26.337547707812","27.34888232395","28.0209182390364","29.1973075128473",,"31.5847681350374","32.4715548309911","33.6689286195571","34.1990899781942",,"35.0984821200506","36.1628638794632","36.5393633940194","36.7779305197908",,"37.0711848126832","37.5941106248664","38.1266150918387","38.5218615557376",,"39.4702926910077","40.5980791448743","41.8635266642616","42.7097964181184",,"43.0275725944306","43.2455413815136","43.4382047647155","43.8687892629568",,"43.7643231874921","43.1898677866134","43.1813739269077","44.3547580412024",,"44.9839367154103","45.475800637705","45.004597989204","44.6899831813741",,"45.3505089867589","44.5607613535663","44.2367404661501","44.4237953742614",,"45.217998922398","45.5317707881763","45.9574979598163","46.7858944590714",,"41.3593306463017","41.3878514652143","41.2895760256735","41.4031071974287",,"41.0777320872618","36.116100545001","35.3116632466451","32.1665829625374",,"28.9771073492912","26.6079801104374","24.0802637370957","21.4790664610545",,"19.0281986351792","16.823862048136","14.6963240906957","12.5706138860831",,"10.4518307907707","8.41806207276293","6.14065074704961","6.17862647793264",,"6.16386224742286","6.1269431313794","6.28169631350892","6.35042029321396",,"6.45704749892158","6.28092472429481","6.43596883133532","6.56115303766886",,"6.72113150267387","6.70473997730124","6.65913463858438","6.72624385498962",,"6.86518983578926","7.16250180633873","7.2892203112269","7.34932822597971","7.38454332773194",
"World","001","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.45624897071392",,,,,"1.81628165499984",,,,,"1.59584315990146",,,,,"1.76753003767578",,,,,"1.69049661503394",,,,,"1.8026558538035",,,,,"1.62650965380677",,,,,"1.69697769309715",,,,,"1.82748396636814",,,,,"1.83675056053183",,,,,"1.96214852989952",,,,,,
"World","001","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.45624897071392",,"1.66211938256184","1.68839930024791","1.68219139456928","1.81628165499984",,"1.70483781419281","1.72518171262543","1.68181004506124","1.59584315990146",,"1.55758788542368","1.73454712982857","1.65764716616101","1.76753003767578",,"1.72174422991401","1.70079908609009","1.79840097786739","1.69049661503394",,"1.76948560540224","1.75356684895849","1.7761239007194","1.8026558538035",,"1.70629974659944","1.70384699733654","1.69163605322879","1.62650965380677",,"1.67517109784505","1.69941161837119","1.67536050991402","1.69697769309715",,"1.55321140851881","1.69069525474738","1.7410329696247","1.82748396636814",,"1.83187243473423","1.82857919499013","1.78975771285702","1.83675056053183",,"1.90509611386145","1.88020548789759","1.91501746634823","1.96214852989952","1.98289780119675",
"World","001","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.4257435211781",,,,,"1.82862739433749",,,,,"1.75067074589269",,,,,"1.77538715836677",,,,,"1.93807022840245",,,,,"2.02540851403236",,,,,"1.83863730059577",,,,,"1.86052512873677",,,,,"2.07772546118756",,,,,"2.38125807734693",,,,,"2.38018185965519",,,,,,
"World","001","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.4257435211781",,"1.57906058101402","1.79597444639637","1.83507572202803","1.82862739433749",,"1.74037158710742","1.84451467214241","1.79302488163717","1.75067074589269",,"1.7110710079632","1.7782441292623","1.74520715650508","1.77538715836677",,"1.8081469044719","1.83353558714009","1.91401837730025","1.93807022840245",,"1.89641294108138","1.93144818488827","2.00054643104774","2.02540851403236",,"1.85876570907596","1.9050246906349","1.94977348656755","1.83863730059577",,"1.91555324709238","1.90481099476026","1.88090277256765","1.86052512873677",,"1.78399401361021","1.91392099661032","2.01676213509176","2.07772546118756",,"2.13123168769434","2.26021375467835","2.20768249636515","2.38125807734693",,"2.45545270659824","2.4789758179237","2.44000050127932","2.38018185965519","2.42813428245756",
"World","001","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value","2.11311047230706","2.68168556037837","2.58043485154519","2.66156941600959","2.88665858331864",,,,,"2.75336674437061",,,,,"2.70106525171938",,,,,"2.92157654488105",,,,,"2.86134619275654",,,,,"3.49291508769702",,,,,"3.74746832601781",,,,,"4.52032938177895",,,,,"4.82411954496801",,,,,"4.21766838160668",,,,,"4.25309934272327",,,,,"3.94169545843925",,,,,"3.8378416300244",,,,,"4.04226549631364",,,,,"3.98665645109258",,,,,"3.70201493711768",,,,,"4.71684003653699",,,,,"4.34621826761548",,,,,"4.54213214178548",,,,,"4.42724127917369",,,,,"4.63818082628883",,,,,"4.73059692892674",,,,,"4.8083066645071",,,,,"4.90375973214058",,,,,,
"World","001","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value",,,,,,"2.74441713866842","2.79289304441442","2.79625957346672","2.88665858331864",,"2.92183170766","2.75948364690813","2.72928596717994","2.75336674437061",,"2.77583754436036","2.64834479718854","2.62894064560389","2.70106525171938",,"2.67203112069881","2.83799440773081","2.89853125490403","2.92157654488105",,"2.63993091380465","2.6325342114526","2.51180020199037","2.86134619275654",,"2.83340342138976","2.84365782230186","3.19995345412198","3.49291508769702",,"3.74031748106058","3.66635417732078","3.75875963758928","3.74746832601781",,"4.08798342288548","4.32145156511318","4.3587344577763","4.52032938177895",,"4.59391171534447","4.7444282106906","4.83794197269597","4.82411954496801",,"4.80590686926508","4.87329660701675","4.73121331854056","4.21766838160668",,"3.95504253639795","4.28257832186949","4.31398534907884","4.25309934272327",,"4.30079248198708","4.17396476232979","4.05885259977085","3.94169545843925",,"4.07744187030819","4.0632824528074","3.90754530278369","3.8378416300244",,"4.02184803031259","3.84409996262995","4.1209718910492","4.04226549631364",,"3.87258940092318","3.81926113205896","3.92470173294676","3.98665645109258",,"3.77607664616896","3.77727505076864","3.7483356527165","3.70201493711768",,"3.82916982519997","4.57851382017405","4.60529022260497","4.71684003653699",,"4.65292876552014","4.56167404544767","4.40724286634648","4.34621826761548",,"4.27866106743329","4.42409393274999","4.50078830088793","4.54213214178548",,"4.61965139477416","4.47693620900965","4.49725771268443","4.42724127917369",,"4.55331773229244","4.51723681107542","4.50869246893562","4.63818082628883",,"4.44057164072783","4.48003166823827","4.56965988849647","4.73059692892674",,"4.72506969874634","4.69528069731033","4.66654698856014","4.8083066645071",,"4.88871440461155","4.8431752229327","4.58172566190871","4.90375973214058","4.852883900062",
"World","001","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value","0.334597065418042","0.302144885456493","0.348292556717082","0.330267723277006","0.229894413428983",,,,,"0.269196284099902",,,,,"0.245228238030072",,,,,"0.407286760804941",,,,,"0.225627254683817",,,,,"0.166429603549519",,,,,"0.145704684120581",,,,,"0.172106500764042",,,,,"0.155113552760947",,,,,"0.13776666363518",,,,,"0.115657676803971",,,,,"0.128593018546233",,,,,"0.0772150055737407",,,,,"0.212705311862542",,,,,"0.268448958266063",,,,,"0.239978901574449",,,,,"0.267409242467487",,,,,"0.162682812868428",,,,,"0.175814568774976",,,,,"0.137815387228656",,,,,"0.149612319632816",,,,,"0.174753941324335",,,,,"0.172526503717638",,,,,"0.229356021206619",,,,,,
"World","001","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value",,,,,,"0.288142224166944","0.242780802330429","0.241139623481688","0.229894413428983",,"0.256304253318038","0.20284477968636","0.223747222186588","0.269196284099902",,"0.274024080948468","0.26257441122879","0.262313997778688","0.245228238030072",,"0.310932445344168","0.30834421481598","0.320128262611475","0.407286760804941",,"0.240478693179113","0.207883501790901","0.226629037176904","0.225627254683817",,"0.224960275992732","0.235223120421911","0.168668599074124","0.166429603549519",,"0.170052730071606","0.133204518628948","0.144438532098512","0.145704684120581",,"0.160382078089171","0.147641118222937","0.157909100518206","0.172106500764042",,"0.171663300302505","0.153674369451507","0.160393262222198","0.155113552760947",,"0.150529062710762","0.159483125852734","0.148200506521009","0.13776666363518",,"0.138374775598284","0.122808143406924","0.119129511930453","0.115657676803971",,"0.118883215292043","0.110444916173486","0.10204591417031","0.128593018546233",,"0.118196500377063","0.117251521533659","0.304466100368259","0.0772150055737407",,"0.244554105205224","0.234454736557336","0.29600135622283","0.212705311862542",,"0.26031509088241","0.257845795318004","0.263148826315619","0.268448958266063",,"0.23767986524233","0.241740470340553","0.229961725631661","0.239978901574449",,"0.263578212501563","0.291883577606285","0.252989381913071","0.267409242467487",,"0.190861185463729","0.177978204521075","0.177094838088496","0.162682812868428",,"0.163633033206352","0.16854448727902","0.166415658766123","0.175814568774976",,"0.167859090745015","0.159091377794971","0.155845173573214","0.137815387228656",,"0.135467386354972","0.136324171088336","0.143615793244328","0.149612319632816",,"0.142428977133948","0.152956736861576","0.168430756900757","0.174753941324335",,"0.165750621941702","0.193624176713537","0.198558501379215","0.172526503717638",,"0.2530787793619","0.248406179913914","0.231728955213247","0.229356021206619","0.248186362518574",
"World","001","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value","58.9599879456695","61.9833234106692","65.0987509147878","69.280716932273","71.0139314733965",,,,,"71.13749894789",,,,,"71.5179716503584",,,,,"66.5012155497516",,,,,"65.4498739669679",,,,,"65.5072874753056",,,,,"66.5151612341001",,,,,"65.0447066906518",,,,,"63.8745060840071",,,,,"63.7652211427071",,,,,"62.1541681129337",,,,,"62.2471741090156",,,,,"62.6991428637103",,,,,"61.4971891005806",,,,,"61.2768264453591",,,,,"65.1714200478992",,,,,"65.7485815407328",,,,,"65.3603119218992",,,,,"62.726993165501",,,,,"61.761464536059",,,,,"60.7477162622329",,,,,"58.9204223646922",,,,,"58.7986618591118",,,,,"58.5837172954088",,,,,,
"World","001","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value",,,,,,"71.1888689871011","72.1259318040904","70.6847562342032","71.0139314733965",,"71.4597845833711","72.0208494261706","72.298765274525","71.13749894789",,"72.3065929328344","72.7020115517766","71.3991401382548","71.5179716503584",,"71.6239454954081","68.4885630447785","67.4877878510977","66.5012155497516",,"66.3876408983151","66.2268082474631","66.6564727760573","65.4498739669679",,"67.0889399551491","67.3936807135914","66.8883581455159","65.5072874753056",,"65.1429064007985","65.8128609615991","66.0794822509067","66.5151612341001",,"66.1579199202159","65.7091596144824","66.1108816442562","65.0447066906518",,"65.0543464095047","64.8795365414526","63.9046623568732","63.8745060840071",,"62.9362908566988","62.5884951245611","64.1692431197849","63.7652211427071",,"65.1790632748263","62.8058706069691","61.5655072308006","62.1541681129337",,"62.1759269392885","62.9332587614539","61.9561966416601","62.2471741090156",,"61.4300443302448","60.8884986882661","62.0294078852739","62.6991428637103",,"61.8550839979237","61.7666583587557","61.4095962790837","61.4971891005806",,"62.0319443635107","62.0757773679329","61.6499152094614","61.2768264453591",,"63.0355097238442","63.0803850275427","64.6219167553589","65.1714200478992",,"66.0046968182185","65.298284460673","65.5474033905251","65.7485815407328",,"65.4645759362448","65.2251624135669","64.7045204317614","65.3603119218992",,"64.6896474965809","63.8441639308316","63.5342954061948","62.726993165501",,"62.7943248506231","62.4083269460542","61.9526542226101","61.761464536059",,"61.7864313122249","61.309973811987","61.6139904832662","60.7477162622329",,"61.8531598746545","61.3083147478697","60.451089797319","58.9204223646922",,"59.4322647919624","59.183660704758","59.2497843685889","58.7986618591118",,"58.9680488218697","59.7391965997889","60.1037102781164","58.5837172954088","59.0156560755228",
"World","001","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","4.87023099379119","4.48111167615734","3.86214783999769","4.50298507519879","1.59699295032739",,,,,"1.48197347380477",,,,,"1.30723089209178",,,,,"1.57866123169671",,,,,"2.00654407336502",,,,,"1.86949535201314",,,,,"1.74167835127816",,,,,"1.80725812004885",,,,,"1.83459516475817",,,,,"2.197270241785",,,,,"2.86991722033883",,,,,"4.25734558579854",,,,,"5.32297947789265",,,,,"3.20444164711946",,,,,"2.78497560338197",,,,,"2.77953952895644",,,,,"2.82207144402046",,,,,"2.33260098376899",,,,,"2.42877478647947",,,,,"2.4486182676702",,,,,"2.51273201778677",,,,,"2.66330944138895",,,,,"3.09114034330053",,,,,"3.46503860171248",,,,,,
"World","001","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.62345483757504","1.63655031441804","1.70319953131544","1.59699295032739",,"1.51980921494782","1.50528678143311","1.34827133598245","1.48197347380477",,"1.4234089090728","1.40082546479801","1.40575723512418","1.30723089209178",,"1.33729388427744","1.63296695549157","1.73139076108387","1.57866123169671",,"1.70324872442704","1.8308491369064","1.81228078577652","2.00654407336502",,"1.95312610196832","1.88947864154537","1.91704397032858","1.86949535201314",,"1.79269744206798","1.70643319201285","1.77141271451214","1.74167835127816",,"1.58386186778984","1.72109048009055","1.72690687856947","1.80725812004885",,"1.97594799124745","1.99507656324328","2.13887562152075","1.83459516475817",,"2.19521460729279","2.19926238805509","2.10064215489755","2.197270241785",,"2.12196836904799","2.20219631486534","2.81202380098859","2.86991722033883",,"3.35471433617778","3.56971259628442","3.99280483302034","4.25734558579854",,"4.55066122543774","4.71143118084796","4.71343566214502","5.32297947789265",,"5.41393647649744","5.39874610964149","5.86123136092292","3.20444164711946",,"3.30578764400095","2.83502849174635","2.89505709857804","2.78497560338197",,"2.65660373253806","2.69948265968681","2.77777294228826","2.77953952895644",,"2.78376466289186","2.85501638788731","2.91029455906543","2.82207144402046",,"2.94962822620742","3.0107700940591","3.13199297796136","2.33260098376899",,"2.31144001353356","2.2192457759211","2.31758599846713","2.42877478647947",,"2.45214147139149","2.3900223546878","2.505855925747","2.4486182676702",,"2.39790757680736","2.43501242039321","2.38650778437185","2.51273201778677",,"2.2508936223629","2.47530825711562","2.47104137476483","2.66330944138895",,"2.86280284051513","2.99325761075127","3.00212936260214","3.09114034330053",,"3.32944735120714","3.22401799015619","3.35163285701896","3.46503860171248","3.65106883665463",
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value","2035748709","2253805000","2175258200","2024091079.96558","1833679586.2403",,,,,"901421723.42",,,,,"458673852.92",,,,,"697660423.773884",,,,,"857979868.181494",,,,,"1171613234.73184",,,,,"715281291.631948",,,,,"1138283600.25564",,,,,"1674269762.09917",,,,,"1844600166.30587",,,,,"788815079.503811",,,,,"1426106613.84627",,,,,"1721285144.55378",,,,,"4378684660.03101",,,,,"3494326618.61746",,,,,"2468382715.18408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value",,,,,,"1848003497.62","1806910912.1","1831042202.2","1833679586.2403",,"973724592.52","889604147.483726","836640567.54","901421723.42",,"799762243.26","644858395.72","300726352.2","458673852.92",,"501179498.717701","559422975.393107","549001839.142224","697660423.773884",,"763110716.500914","700437783.769819","723833102.904766","857979868.181494",,"1095301830.37836","1135415047.96777","1154083676.92514","1171613234.73184",,"1056217429.92383","756970978.828564","738880942.953048","715281291.631948",,"667418451.650994","418020664.351366","776118444.202171","1138283600.25564",,"1255021642.82181","1011388947.32226","1117045727.1466","1674269762.09917",,"2248464458.63166","2599888269.64176","2652150735.13256","1844600166.30587",,"1566850189.27438","1541669499.74745","776565811.273613","788815079.503811",,"1089624444.08154","1038091110.82192","1812297454.5378","1426106613.84627",,"1609262632.55407","1481923975.60269","2370453118.36934","1721285144.55378",,"2448944920.83639","2177785228.57869","5054269356.30266","4378684660.03101",,"3285598096.44556","3195912489.21284","3411107522.95532","3494326618.61746",,"3436248276.29343","3435261706.2945","3365607203.64658","2468382715.18408",,"2018575011.55786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value","196275185886","233859806000","271078270000","268423259111.752","272652047855.173",,,,,"305922561604.32",,,,,"328283747195.944",,,,,"341462227545.584",,,,,"406210401682.659",,,,,"506669869101.874",,,,,"625406079334.956",,,,,"802397200563.39",,,,,"1201101327927.69",,,,,"1198702446410.71",,,,,"1254770792401.7",,,,,"1433045359651.33",,,,,"1519133189635.78",,,,,"1677026731132.08",,,,,"1703477952272.71",,,,,"2234426057557.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value",,,,,,"253749951000","270058925000","267980075040.41","272652047855.173",,"279399764234.37","277893644598.99","294001864763.972","305922561604.32",,"313356357333.563","326998132465.126","338107111213.205","328283747195.944",,"332281409276.055","336859594458.927","331703984670.209","341462227545.584",,"353194705617.479","376070638999.415","383726296466.08","406210401682.659",,"420882544139.44","431292708115.583","446325763303.484","506669869101.874",,"520356635259.703","540398227784.614","576895443476.531","625406079334.956",,"668943177902.338","698574397817.483","748257321808.771","802397200563.39",,"901502980238.252","1013595021748.65","1076252108819.57","1201101327927.69",,"1297625382074.62","1332458974309.11","1344089474710.28","1198702446410.71",,"1171035051764.74","1181592120743.38","1194807030220.5","1254770792401.7",,"1281311431238.98","1312058024685.36","1401055186546.9","1433045359651.33",,"1502338809340.34","1539370896754.81","1541794558261.9","1519133189635.78",,"1550227160976.87","1598551671959.56","1653892684098.29","1677026731132.08",,"1712042990014.05","1708268690867.58","1724527305853.95","1703477952272.71",,"2238817350335.5","2280100889118.51","2296520537407.77","2234426057557.16",,"2180336493059.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","Value","937412014757.891","1022409378354.17","1016690382561.91","1029698219247.21","1129538568002.95",,,,,"1225886099599.62",,,,,"1257207789999.95",,,,,"1456367563689.55",,,,,"1784070838921.41",,,,,"2090167288091.96",,,,,"2099931251727.77",,,,,"2283158465724.88",,,,,"2472221288905.86",,,,,"2531389188938.35",,,,,"2824045790996.33",,,,,"3142791274048.43",,,,,"3460240079887.17",,,,,"3737612795400.02",,,,,"3859143248698.03",,,,,"3891119695686.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","Value",,,,,,"999989436991.067","1025312648273.57","1077856193884.57","1129538568002.95",,"1139995661526.5","1186054311454.84","1193880523847.68","1225886099599.62",,"1208438518516.47","1196566961656.28","1253739528020.26","1257207789999.95",,"1268605800364.76","1373800448128.53","1418922326360.4","1456367563689.55",,"1480623393109.47","1570669906586.15","1660743390423.93","1784070838921.41",,"1973432427652.2","1964011581541.83","1988384831161.01","2090167288091.96",,"2093287406989.77","2089216677759.59","2083052642658.96","2099931251727.77",,"2121748822795.02","2174496607416.83","2206923999421.75","2283158465724.88",,"2324020635961.8","2358221644073.52","2418106304036.08","2472221288905.86",,"2589884200102.07","2555671440058.76","2487282242176.51","2531389188938.35",,"2491048378038.12","2646419982014.6","2756671102437.22","2824045790996.33",,"2872751245566.24","2973890180901.77","3149836564415.56","3142791274048.43",,"3216171058535.35","3288892268321.11","3386986459822.7","3460240079887.17",,"3482824901640.18","3585686871867.19","3694874679254.97","3737612795400.02",,"3717002643629.23","3715155723840.46","3811313054336.69","3859143248698.03",,"3915473238292.62","3960544862883.16","3882084473100.68","3891119695686.75",,"3960902877387.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value","54124180000","64949053000","57161065000","65975295000","73453200045.2018",,,,,"80840093538.05",,,,,"68388734018.1699",,,,,"69362544708.4573",,,,,"80725949088.9328",,,,,"90826184606.3205",,,,,"86671265629.0292",,,,,"84618625353.6095",,,,,"85976746349.4476",,,,,"94034827900.3971",,,,,"95403153038.0166",,,,,"121197546892.924",,,,,"132940141008.31",,,,,"165734615416.828",,,,,"155484609861.913",,,,,"155668122278.858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value",,,,,,"60453518165.9707","58580899160.6955","68789720000","73453200045.2018",,"73799327036.9215","73800365171.6439","81704814892.4295","80840093538.05",,"73470397513.4999","71222440868.421","74678607754.4702","68388734018.1699",,"59276594052.4408","70050339258.7137","70242770657.8076","69362544708.4573",,"63615694383.0558","62537132887.537","73188200329.555","80725949088.9328",,"87573650635.4491","83945012620.6198","80207072082.0592","90826184606.3205",,"89905962899.3263","88311979410.2531","89392816115.8918","86671265629.0292",,"86120228243.9345","82861886263.5318","82075550555.5784","84618625353.6095",,"80400108135.6507","81504815953.2573","81577191418.5049","85976746349.4476",,"93623649809.497","94724799785.1307","91910352115.8204","94034827900.3971",,"84621210780.6328","97359462548.9132","104101242707.919","95403153038.0166",,"99047026726.0425","101807442546.058","121209369002.255","121197546892.924",,"120688348510.286","121972651916.204","125819556939.979","132940141008.31",,"142194915102.069","151896426286.167","168759381844.073","165734615416.828",,"156922495208.416","152380016262.174","155126388481.155","155484609861.913",,"159042520960.411","170143668559.93","159084486788.254","155668122278.858",,"166698192770.462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","5.76709055106318","5.22885086530355","4.50364705326787","5.35566802508122","1.6772105033136",,,,,"1.49029044249545",,,,,"1.37866370340131",,,,,"1.64821388897718",,,,,"2.10317010513781",,,,,"2.14983938856847",,,,,"1.98662642241268",,,,,"2.07072895732442",,,,,"2.35317269964206",,,,,"2.70985455848087",,,,,"2.87088021084337",,,,,"4.2625283859724",,,,,"4.71877574898014",,,,,"2.99515174636167",,,,,"2.50762805483081",,,,,"2.71587258989715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
