"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1995,1996,1997,1998,1999,1999Q1,1999Q2,1999Q3,1999Q4,2000,2000Q1,2000Q2,2000Q3,2000Q4,2001,2001Q1,2001Q2,2001Q3,2001Q4,2002,2002Q1,2002Q2,2002Q3,2002Q4,2003,2003Q1,2003Q2,2003Q3,2003Q4,2004,2004Q1,2004Q2,2004Q3,2004Q4,2005,2005Q1,2005Q2,2005Q3,2005Q4,2006,2006Q1,2006Q2,2006Q3,2006Q4,2007,2007Q1,2007Q2,2007Q3,2007Q4,2008,2008Q1,2008Q2,2008Q3,2008Q4,2009,2009Q1,2009Q2,2009Q3,2009Q4,2010,2010Q1,2010Q2,2010Q3,2010Q4,2011,2011Q1,2011Q2,2011Q3,2011Q4,2012,2012Q1,2012Q2,2012Q3,2012Q4,2013,2013Q1,2013Q2,2013Q3,2013Q4,2014,2014Q1,2014Q2,2014Q3,2014Q4,2015,2015Q1,2015Q2,2015Q3,2015Q4,2016,2016Q1,2016Q2,2016Q3,2016Q4,2017,2017Q1,2017Q2,2017Q3,2017Q4,2018,2018Q1,2018Q2,2018Q3,2018Q4,2019,2019Q1,2019Q2,2019Q3,2019Q4,2020,2020Q1,2020Q2,2020Q3,2020Q4,2021,2021Q1,2021Q2,2021Q3,2021Q4,2022,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value","2.08433943447801","2.84680093046548","2.70068086935436","2.81678219935692","3.01322845723027",,,,,"2.80003177388342",,,,,"2.67594016042396",,,,,"2.81501380382182",,,,,"2.33134329230034",,,,,"2.64012353561212",,,,,"2.72013685733813",,,,,"3.23760487896812",,,,,"3.48632838459126",,,,,"2.65803107880095",,,,,"2.75706053516324",,,,,"2.4837976100774",,,,,"2.50817917634907",,,,,"3.0056842525811",,,,,"2.99465332722592",,,,,"2.92046566543277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value",,,,,,"2.90919307861201","2.99806574159866","3.01116243817148","3.01322845723027",,"2.92328363510894","2.72287390489643","2.77838144744281","2.80003177388342",,"2.83231510707399","2.68310356946069","2.66657882377613","2.67594016042396",,"2.64077944526304","2.71171293193386","2.78007657371559","2.81501380382182",,"2.4087328906501","2.37164011595996","2.20199150981699","2.33134329230034",,"2.18085075384198","2.23336960806791","2.50186084754775","2.64012353561212",,"2.74472867466679","2.66520284281371","2.70574399172728","2.72013685733813",,"2.86402458389599","3.01646305366052","3.0640229859106","3.23760487896812",,"3.22843701914273","3.4242321780922","3.62268372905391","3.48632838459126",,"3.45850205325026","3.48743716031824","3.28492877087624","2.65803107880095",,"2.62230065225264","2.80998932445221","2.72523863321266","2.75706053516324",,"2.70116764677166","2.44354465296291","2.46073457061975","2.4837976100774",,"2.51990549108943","2.53085599625037","2.49943270371812","2.50817917634907",,"2.7720617455179","2.49761364826281","3.01041541066168","3.0056842525811",,"2.90272956063146","2.86876585983992","2.99738794708345","2.99465332722592",,"2.86927097969734","2.95664169410191","2.94564181137486","2.92046566543277",,"3.10397905878776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value","0.18585127172009","0.158949451129095","0.247211953315226","0.238597929231721","0.132127042416227",,,,,"0.286944385826229",,,,,"0.301182541856144",,,,,"0.51437677074156",,,,,"0.265490573765685",,,,,"0.176810542655709",,,,,"0.186891412960609",,,,,"0.228796283758663",,,,,"0.216232880396719",,,,,"0.177766339359023",,,,,"0.183424884882834",,,,,"0.189498346298181",,,,,"0.086140662562562",,,,,"0.258427238766346",,,,,"0.385906944176915",,,,,"0.400978772488608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value",,,,,,"0.191215548262754","0.139529467740507","0.140642803054316","0.132127042416227",,"0.256326275509613","0.190935658310999","0.227056399244335","0.286944385826229",,"0.305385160256542","0.308075112018795","0.340633361861576","0.301182541856144",,"0.389240001576276","0.383093105869784","0.400483565598464","0.51437677074156",,"0.281503491417893","0.243995315874431","0.269995806898065","0.265490573765685",,"0.251336451900394","0.265308462611034","0.173228899863973","0.176810542655709",,"0.192313221937207","0.157622667201904","0.17868535400454","0.186891412960609",,"0.218329548885445","0.214464452866028","0.216872557183143","0.228796283758663",,"0.234548009513133","0.226605209182827","0.240241603604817","0.216232880396719",,"0.190772123666982","0.199138994473638","0.173996127658078","0.177766339359023",,"0.18744354533927","0.161294528475463","0.18815493365835","0.183424884882834",,"0.177904984904192","0.163317313511396","0.123482743302473","0.189498346298181",,"0.168228660585335","0.173473895883265","0.491946506437754","0.086140662562562",,"0.374608106898282","0.362342632135499","0.388855890064495","0.258427238766346",,"0.380828578477444","0.378385429455475","0.380798402186841","0.385906944176915",,"0.376516838011379","0.386103078493232","0.364516460852813","0.400978772488608",,"0.446856299446654",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value","53.8929155466263","57.6362719412854","61.0307139589779","66.8925590140684","69.8192591701992",,,,,"69.7273937065845",,,,,"70.5591228528509",,,,,"66.296702050801",,,,,"66.9671912180451",,,,,"67.1145917339518",,,,,"69.0217290004477",,,,,"67.8711738861639",,,,,"65.6075300733361",,,,,"66.7744648691714",,,,,"64.7905963267505",,,,,"64.6754575360943",,,,,"65.9783213171557",,,,,"62.3117122049457",,,,,"61.6294228897556",,,,,"63.6027950330855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value",,,,,,"69.7471371813257","70.4055086862338","68.9731290286885","69.8192591701992",,"70.6901849957861","71.3540333207429","71.1685208455145","69.7273937065845",,"71.2022959255338","71.5347597871452","70.0390125514778","70.5591228528509",,"70.4877196055094","67.5877720355776","67.2209654240026","66.296702050801",,"66.7929694029587","66.6912132656977","67.7202228843733","66.9671912180451",,"69.5332738976273","69.8680878830874","69.3467408210696","67.1145917339518",,"67.3506905515893","68.7565506911409","68.6096637736516","69.0217290004477",,"68.8031071348629","68.4461446532156","68.8764431339019","67.8711738861639",,"68.0095976008126","67.4059757204062","66.192286871013","65.6075300733361",,"64.092075874806","64.2386632089865","66.3986035432143","66.7744648691714",,"68.4029082619853","65.4931105042271","64.3008295042971","64.7905963267505",,"64.6191764629426","65.3372118244359","64.0477420679651","64.6754575360943",,"63.6011861110256","63.2009885484515","64.6796916547539","65.9783213171557",,"64.4391649515658","63.2020655744155","62.2108053898959","62.3117122049457",,"62.5445119041471","62.5642736207257","61.844149359281","61.6294228897556",,"61.6842122056049","61.4028979927451","63.152917342739","63.6027950330855",,"64.4015436986795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value","41.0114625155378","42.3994274400478","40.0727723302966","42.116406355597","43.8270922442298",,,,,"42.6149936310492",,,,,"44.0411172868965",,,,,"46.5124005477711",,,,,"47.1134600426169",,,,,"50.6797829779893",,,,,"54.5615847628653",,,,,"55.5521518651641",,,,,"54.1892138865516",,,,,"58.7894998716041",,,,,"60.2419781161552",,,,,"60.6364113855898",,,,,"61.6897970021998",,,,,"61.5730430209599",,,,,"64.2705214360107",,,,,"56.6178820091311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value",,,,,,"44.1855614102815","43.2828345365664","44.0981618664468","43.8270922442298",,"43.2413996055938","43.681262310348","42.6067604889995","42.6149936310492",,"42.4462016424105","41.4249535722246","41.6630373542076","44.0411172868965",,"45.2025918082931","44.9246255646256","45.2935711477652","46.5124005477711",,"47.1630268556797","47.4530381517922","48.9081918718448","47.1134600426169",,"47.8242118835663","48.9596055718545","49.6618757624442","50.6797829779893",,"53.2669281904934","53.6895514190986","54.6617458990437","54.5615847628653",,"54.8470068507633","55.865088376971","55.8573099565563","55.5521518651641",,"54.750715936665","54.3632034393455","54.6516360507924","54.1892138865516",,"54.8093508894511","55.3893105318855","56.6954480843571","58.7894998716041",,"59.2459679528091","59.7407982936403","60.0280837056832","60.2419781161552",,"60.1439128774788","59.8920608096738","59.6803097092022","60.6364113855898",,"60.7824773324431","61.2166696707692","61.4660709736213","61.6897970021998",,"62.1328275142264","61.6804037788985","61.4160578701551","61.5730430209599",,"62.2528826804809","62.5941316920544","63.2518269059439","64.2705214360107",,"56.2318102403511","56.2414452137652","55.9766680823503","56.6178820091311",,"57.0072751514472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88608508008.4071",,,,,"113033213950.254",,,,,"108497885502.488",,,,,"131026279317.579",,,,,"142303388848.203",,,,,"180494359678.217",,,,,"174463044594.84",,,,,"187881651119.246",,,,,"216870647792.71",,,,,"221321098078.415",,,,,"216595014281.236",,,,,,
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88608508008.4071",,"101077130516.25","102459744218.18","104113169442.442","113033213950.254",,"118566668729.219","121412271603.927","116285951821.599","108497885502.488",,"105039298927.09","127090277347.848","120017645106.165","131026279317.579",,"133669619366.686","136983309572.232","150195621326.574","142303388848.203",,"156281512430.445","162306040481.257","171247575154.134","180494359678.217",,"177440037313.662","179071110095.256","181092097399.042","174463044594.84",,"182462025622.681","187220838805.874","182991509256.9","187881651119.246",,"170007411719.419","190336271688.95","199506896801.371","216870647792.71",,"214890466317.572","218444017585.332","214239367508.633","221321098078.415",,"221910027536.367","209142618880.441","204778032190.315","216595014281.236","221103631055.851",
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86752340262.4687",,,,,"113801530137.385",,,,,"119024274385.554",,,,,"131608724463.26",,,,,"163143752477.696",,,,,"202797895147.727",,,,,"197216327992.164",,,,,"205988879263.306",,,,,"246567233965.204",,,,,"286932076576.538",,,,,"262740315540.921",,,,,,
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86752340262.4687",,"96026142354.598","108987893073.126","113575393503.981","113801530137.385",,"121037942563.475","129810509068.506","123975716290.478","119024274385.554",,"115389764374.056","130291956726.747","126357199180.843","131608724463.26",,"140377591677.413","147673981600.207","159851547539.745","163143752477.696",,"167491773722.283","178770320316.056","192885600583.057","202797895147.727",,"193295144908.217","200214506727.498","208726084704.583","197216327992.164",,"208644792225.82","209849284511.467","205441894494.281","205988879263.306",,"195267819379.487","215466735225.704","231103007340.176","246567233965.204",,"250007239868.679","270007541662.001","264266217870.427","286932076576.538",,"286016843859.4","275746187339.118","260915897622.681","262740315540.921","270749862256.411",
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,"246950496655.992",,,,,"277692599439.347",,,,,"301144899239.871",,,,,"424714792400.596",,,,,"556479183988.217",,,,,"655230194566.038",,,,,"679299119116.103",,,,,"830280716900.411",,,,,"1077457701737.86",,,,,"1103517651842.61",,,,,"1269616291021.55",,,,,"1327937434548.34",,,,,"1379656831874.08",,,,,"1464730907268.7",,,,,"1506927580002.31",,,,,"1442361267364.2",,,,,"1419423444391.89",,,,,"1611025860428.64",,,,,"2019378262780.45",,,,,"2217578019337.84",,,,,"2279459182704.45",,,,,"2526410466507.86",,,,,"2481340132300.24",,,,,"2248354695248.63",,,,,,
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,,"224608504431.04","223853655662.4","242702355031.22","246950496655.992",,"245173136667.893","252549032332.835","248757107981.22","277692599439.347",,"266964763190.659","266379912466.066","299037237415.799","301144899239.871",,"310192895458.483","361674109973.677","390610512582.375","424714792400.596",,"452430746495.743","490157124487.635","503723652488.293","556479183988.217",,"569203661978.821","565924737019.545","588745713872.375","655230194566.038",,"670428512478.277","669523495611.536","666068934990.968","679299119116.103",,"715735465827.664","748954480648.236","764134945304.11","830280716900.411",,"881967661232.127","935846516716.28","1013987385539.14","1077457701737.86",,"1164180836082.96","1179507218280.42","1103988503398.59","1103517651842.61",,"1053735476274.23","1183774528694.5","1249286926758.07","1269616291021.55",,"1261619159144.41","1244503713862.15","1347990627775.86","1327937434548.34",,"1398666353585.72","1457132136217.48","1417497194801.55","1379656831874.08",,"1404051865456.84","1448148404379.03","1445968903833.33","1464730907268.7",,"1423269961623.58","1437185487135.7","1482237414931.36","1506927580002.31",,"1618174942309.97","1616502982127.3","1491926208080.48","1442361267364.2",,"1350261527620.82","1457946450979.4","1433043875909.4","1419423444391.89",,"1517958991944.16","1563371430030.65","1643313311793.62","1611025860428.64",,"1703274388898.15","1847337858190.19","1934824028165.67","2019378262780.45",,"2117757199195.82","2129515658809.98","2192353945864.68","2217578019337.84",,"2209020318680.6","2265082712181.53","2212927686077.06","2279459182704.45",,"2197398345226.02","2272436645479.17","2359609487293.13","2526410466507.86",,"2404795362418.06","2458888513987.29","2456739471489.57","2481340132300.24",,"2328347834043.73","2187634541730.58","2086245125923.71","2248354695248.63","2204666817377.07",
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value","70070639145","82307441000","73487323000","80029361412.4839","87938694898.2778",,,,,"92078021274.68",,,,,"79189827860.7412",,,,,"88734404105.59",,,,,"98338177410.3308",,,,,"113740564319.828",,,,,"112605805761.274",,,,,"114964447262.414",,,,,"131026839147.375",,,,,"145966161598.917",,,,,"133003168511.809",,,,,"188821952653.82",,,,,"203912771227.852",,,,,"248808614495.225",,,,,"237981302806.182",,,,,"241053185291.382",,,,,"278305839115.909",,,,,"332757902958.769",,,,,"490307858192.838",,,,,"556905588812.543",,,,,"649762805871.705",,,,,"715348044026.479",,,,,"665102845269.822",,,,,"607303159444.269",,,,,,
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value",,,,,,"74773497630.1907","71673744981.0355","82726030366.9","87938694898.2778",,"88759485500.7615","86467226595.7303","94180465130.3695","92078021274.68",,"83110014995.8169","80912716255.6115","85446785704.2159","79189827860.7412",,"69125476481.855","90226658943.707","89426783463.5568","88734404105.59",,"83195003601.938","81050616911.5442","89458451811.8404","98338177410.3308",,"108416942988.719","105105807191.251","100531693252.688","113740564319.828",,"114513960105.661","112648035297.886","113753768517.347","112605805761.274",,"106866613514.474","105364274038.347","104987356517.142","114964447262.414",,"110415937860.346","113787105370.652","114927148402.329","131026839147.375",,"147589003621.522","157948272223.699","153943815741.868","145966161598.917",,"113764113901.792","129511183934.064","140778686432.652","133003168511.809",,"139291743627.851","152772134182.907","178612100938.839","188821952653.82",,"193549476545.85","205068811816.63","206634711819.03","203912771227.852",,"219980969357.37","230911489533.421","256885367600.621","248808614495.225",,"236184418049.367","233321294201.075","235243183795.984","237981302806.182",,"249091874322.067","257723497308.007","246833491703.243","241053185291.382",,"258123543132.372","261225086667.753","252568738469.371","278305839115.909",,"284140582261.722","328532795930.086","349945319072.906","332757902958.769",,"399661802242.006","427596784253.363","435332749003.061","490307858192.838",,"482040468257.935","510838558787.324","531838516532.895","556905588812.543",,"577992238717.317","606520325967.645","608714327397.004","649762805871.705",,"644366452606.845","643699643373.415","668186761030.785","715348044026.479",,"686295771442.793","672197927085.666","679680803770.9","665102845269.822",,"626439066698.357","572646773965.544","560105240923.32","607303159444.269","609469334885.182",
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value","5860240308","6893472900","8172374000","8021989729.15783","9309340796.35553",,,,,"10716864112.3251",,,,,"12273664686.8011",,,,,"16256508671.5022",,,,,"27097643134.5935",,,,,"44250819922.8088",,,,,"56667863755.0613",,,,,"85364753669.0506",,,,,"122777834003.135",,,,,"118411962945.104",,,,,"127094251150.998",,,,,"134990917441.355",,,,,"139816695537.187",,,,,"146357109610.258",,,,,"145576081354.682",,,,,"150837578188.742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value",,,,,,"7796471598","7953403457","7863840618.06","9309340796.35553",,"11088064545.92","10765412405.7265","10111497638.02","10716864112.3251",,"10951085290.88","11078310611.8","11458026914.7452","12273664686.8011",,"12270281381.4868","15039068626.213","15589253488.9627","16256508671.5022",,"17272827313.4101","18818577509.2224","19572437970.7506","27097643134.5935",,"30911731265.7753","30524259488.7849","35591799024.4738","44250819922.8088",,"50433642204.4081","51361889563.3738","54577735996.1504","56667863755.0613",,"67025022726.259","74128095280.2047","77857765590.7563","85364753669.0506",,"95775980584.6631","105354802075.35","111159918955.682","122777834003.135",,"131846234531.638","137724458695.438","134364976400.073","118411962945.104",,"104331255102.685","118874917286.174","126614120453.682","127094251150.998",,"132896084187.047","136138052192.66","139555223205.873","134990917441.355",,"147269035161.293","151026836490.784","144044891689.61","139816695537.187",,"144336392058.045","145104631277.357","149159776080.898","146357109610.258",,"139882919066.953","137369065001.02","141557700259.271","145576081354.682",,"162833977003.985","161859034704.334","157879944723.319","150837578188.742",,"148780377838.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","Value","50415217730","54947531000","49175820000","57763702528.7132","22033790525.9205",,,,,"22497374531.0024",,,,,"20520677020.0082",,,,,"28350004282.4416",,,,,"44605267273.2302",,,,,"49633807098.5713",,,,,"49524031874.6951",,,,,"60033949028.9549",,,,,"75638140854.9492",,,,,"92495343843.4082",,,,,"131518313033.074",,,,,"219450358030.802",,,,,"300372813277.683",,,,,"194980940114.97",,,,,"173318241890.924",,,,,"188974812274.772",,,,,"209199002787.309",,,,,"196354740890.336",,,,,"243185713436.79",,,,,"262644243782.052",,,,,"278198259318.513",,,,,"316059486406.519",,,,,"372470051075.238",,,,,"382494023253.878",,,,,,
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","Value",,,,,,"20121333434.3273","20845130228.35","22554526123.99","22033790525.9205",,"21286306682.2048","21704949732.8168","19759584575.8228","22497374531.0024",,"21459803107.0478","21164674089.9404","22238914498.7812","20520677020.0082",,"21086814868.1782","27604945239.5396","30154823967.0242","28350004282.4416",,"31427650959.7828","35935602330.1799","37336135698.6975","44605267273.2302",,"47437235740.4726","45875234452.0104","47487107199.405","49633807098.5713",,"48266553833.0132","46536613587.6801","48905770973.0246","49524031874.6951",,"46515348698.0696","52324750415.3742","54290557015.7689","60033949028.9549",,"69525219838.3255","74187067237.3882","83382733738.7679","75638140854.9492",,"96269412668.8154","97464145730.1453","91591038523.8174","92495343843.4082",,"86605470295.194","94555066752.6876","125327942854.884","131518313033.074",,"156396188438.173","170743787177.673","203927947748.376","219450358030.802",,"242949248838.539","259148430830.791","263563539988.019","300372813277.683",,"308889553600.056","315231784616.765","352527291118.322","194980940114.97",,"201032207828.946","172042415602.123","179179117918.967","173318241890.924",,"184759307940.258","189980173954.665","192064479271.506","188974812274.772",,"187729174902.147","209187065793.426","210712331716.068","209199002787.309",,"228997824078.708","242489107160.464","261572161661.748","196354740890.336",,"204147092298.701","205408191286.488","223453432661.942","243185713436.79",,"255000960440.408","251186847689.639","268255517791.312","262644243782.052",,"261183513900.809","268260533775.616","260666679637.78","278198259318.513",,"246372513551.512","278666982483.876","283159368689.84","316059486406.519",,"335825260377.816","357577741205.739","359363891102.483","372470051075.238",,"387821773406.331","358620145574.03","358399227759.284","382494023253.878","407113557003.285",
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","Value","1035170976372","1226203115900","1273276478200","1282786897226.46","1379704933663.2",,,,,"1518068638114.24",,,,,"1569782135975.36",,,,,"1795825710622.64",,,,,"2222989659949.31",,,,,"2654930756854.98",,,,,"2843466007276.88",,,,,"3321824833042.23",,,,,"4122879112946.94",,,,,"4209557026006.41",,,,,"4582651795703.95",,,,,"5154628714258.82",,,,,"5642945168682.09",,,,,"6084708713302.45",,,,,"6223330706396.6",,,,,"6798781247976.03",,,,,"7412959130803.36",,,,,"8417845240426.36",,,,,"10012690958031.9",,,,,"10726222508825.4",,,,,"11071545128937.1",,,,,"11867171027700.4",,,,,"12049600138101.1",,,,,"11038665574024",,,,,,
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","Value",,,,,,"1239414424634.23","1273723761787.46","1324244500382.78","1379704933663.2",,"1400590710521.23","1441914590663.76","1465549555826.21","1518068638114.24",,"1507634452072.29","1510871598339.49","1581988265336.34","1569782135975.36",,"1576827286514.64","1690477884240.46","1741653279248.58","1795825710622.64",,"1845159224784.08","1962783366787.97","2060173897539.82","2222989659949.31",,"2428785099572.75","2427930829347.19","2477100574342.37","2654930756854.98",,"2692398209557.05","2727127777723.73","2760834365270.64","2843466007276.88",,"2936831149485.16","3040209159289.6","3143803391456.86","3321824833042.23",,"3518575395014.98","3718507279579.61","3898437707167.01","4122879112946.94",,"4385421468543.25","4431674285865.34","4360144744799.92","4209557026006.41",,"4081374235283.68","4293671100728.79","4456859248873.51","4582651795703.95",,"4661982296124.92","4783124203203.2","5107385817155.39","5154628714258.82",,"5338768077932.88","5500418469110.47","5591750028642.05","5642945168682.09",,"5705452122332.5","5838981463747.67","6014560241874.04","6084708713302.45",,"6081219651049.32","6068454553560.63","6189139343986.49","6223330706396.6",,"6954718375094.01","7037651205979.84","6914333290081.21","6798781247976.03",,"6743715710045.98","7327000527244.72","7240240719267.01","7412959130803.36",,"7763616514246.25","8054055925390.88","8351620310209.24","8417845240426.36",,"8832030729909.2","9255765788322.06","9641645781849.56","10012690958031.9",,"10399112914790.6","10509811642429.2","10705145297263.8","10726222508825.4",,"10892142650825.4","11016803509047.3","10922515373499.6","11071545128937.1",,"10945542299457","11257869870663.9","11459110785499.8","11867171027700.4",,"11730645772217.7","11946106473474.9","11970300000363.7","12049600138101.1",,"11648232649353.1","11123391577497.3","10693272295881.9","11038665574024","11150530850475.9",
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","Value","354645616889.457","340069300575.789","342967748534.888","361036853704.689","403001172351.545",,,,,"418875625757.527",,,,,"480737228665.262",,,,,"613121156711.788",,,,,"803266567689.464",,,,,"1094828840686.77",,,,,"1477851139149.49",,,,,"1932392341993.59",,,,,"2583373251354.63",,,,,"3138221063121.75",,,,,"3581525914932.31",,,,,"4108748589546.52",,,,,"4559447622458.42",,,,,"4863697631243.93",,,,,"5471558539857.94",,,,,"4803849749682.77",,,,,"3515222663000.99",,,,,"2302665661613.79",,,,,"1439626624280.51",,,,,"706377661222.77",,,,,"750766475238.557",,,,,"833297153894.906",,,,,"868931972225.715",,,,,"875619948856.898",,,,,,
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","Value",,,,,,"366501397136.527","373008880239.885","389844737454.783","403001172351.545",,"408902329669.431","411737366025.784","407560558394.057","418875625757.527",,"424840924370.022","424003821451.526","446593768003.299","480737228665.262",,"505659369142.671","547361983500.493","566634296129.358","613121156711.788",,"657452053546.576","707029431367.861","772960882010.597","803266567689.464",,"868396875769.017","913973475791.36","964316728768.845","1094828840686.77",,"1242980120916.61","1311359663973.36","1401369422206.02","1477851139149.49",,"1588226577080.68","1722236877683.45","1810139020082.99","1932392341993.59",,"2072782688784.03","2240076624620.46","2402232141352.61","2583373251354.63",,"2859651510509.05","3028815580571.25","3139699147725.28","3138221063121.75",,"3082396769644.06","3271674786176.09","3422769094487.88","3581525914932.31",,"3628097170097.5","3636367209415.13","3881542937625.09","4108748589546.52",,"4365248820397.78","4587613145186.21","4575918220322.37","4559447622458.42",,"4734630697377.78","4693236521759.03","4771323316857.01","4863697631243.93",,"5019542517961.09","5072819252056.9","5263215951082.02","5471558539857.94",,"4905170762845.04","4969503252456.48","4862678051388.2","4803849749682.77",,"4701389763547.1","4142243820317.38","3952257160022.67","3515222663000.99",,"3167530084397.35","2919965415771.69","2648971527054.54","2302665661613.79",,"2075508167633.95","1872144230388.59","1661086109916.34","1439626624280.51",,"1213757573374.34","966044711232.338","700373047438.867","706377661222.77",,"715477730509.248","719049009813.135","732108049943.789","750766475238.557",,"755544748582.045","754487098870.008","788235382006.443","833297153894.906",,"845241951542.543","858516688053.791","853986504817.848","868931972225.715",,"858619116184.947","858180302319.66","840739532924.684","875619948856.898","889069504714.826",
"World","001","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","Value","74.4825598853143","78.2879850913185","78.7799552281931","78.0367661983118","77.3938524700262",,,,,"78.3744099626164",,,,,"76.5553431508551",,,,,"74.5481660460936",,,,,"73.4567562272739",,,,,"70.8026924871527",,,,,"65.8009100218058",,,,,"63.2220694802091",,,,,"61.4781384442624",,,,,"57.2902035818816",,,,,"56.1312107370432",,,,,"55.6452419587976",,,,,"55.3100168186259",,,,,"55.5762046257386",,,,,"53.2141055409286",,,,,"58.5968928025713",,,,,"67.8334170374626",,,,,"78.5209335389455",,,,,"87.4293861139168",,,,,"93.8213735220674",,,,,"93.649579706786",,,,,"93.4388469623311",,,,,"93.2737561450104",,,,,"92.6506717740203",,,,,,
